,corp_code,corp_name,stock_code,account_nm,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
134,00122579,BYC,001460,자산총계,684434512150.0,679134863796,693882852856.0,738431267101.0,745823200349.0,733018517741.0,691464608847.0,608388100986.0,525157537563.0,505456934059.0,477929171533.0
135,00129350,삼화콘덴서공업,001820,자산총계,269298659241.0,234968255221,214833603174.0,220047088145.0,137715527275.0,121688274188.0,112945263420.0,108844263959.0,123843986759.0,130194291690.0,134135331977.0
136,00298270,안랩,053800,자산총계,338208336825.0,280831434651,260216803980.0,244773950193.0,223620399175.0,214599051758.0,194606730952.0,188119128763.0,183994247018.0,184885607493.0,172303714697.0
137,00116301,NI스틸,008260,자산총계,341056807158.0,287376145505,258675167065.0,243908883157.0,251330239329.0,207262893097.0,176627843297.0,169173823216.0,153991972199.0,142242310835.0,143559343500.0
138,00118345,디아이동일,001530,자산총계,993144117431.0,882559327707,888434939635.0,889679161122.0,931120053650.0,986880678525.0,978717601721.0,984816252210.0,994215518582.0,919993876230.0,976868869959.0
139,00170558,코웨이,021240,자산총계,3800627982540.0,3029023072502,2854954793880.0,2378903077059.0,2158873074812.0,1967707893346.0,1775397142505.0,1621649446068.0,1667858723448.0,,
140,00109189,대덕,008060,자산총계,1723958191276.0,1638748949780,1201854194852.0,1136921457348.0,607099316074.0,557708966522.0,525406871909.0,547317376188.0,530573221318.0,550218366062.0,523378241807.0
141,00120076,LX인터내셔널,001120,자산총계,6746889021744.0,5395942204029,4875982304085.0,5038072460864.0,4967601556415.0,5177266512940.0,5383467294038.0,4896827843651.0,4877002581553.0,4957521910369.0,4941008405211.0
142,00306454,한국정보인증,053300,자산총계,265345149856.0,118767768657,109192282975.0,100615835354.0,93375453331.0,88029815101.0,65783224611.0,58926963272.0,46012153156.0,,
143,00166519,화천기공,000850,자산총계,425436857316.0,378376164732,374944125540.0,385639759305.0,360582907896.0,346272695656.0,340734967739.0,330426535825.0,316080665111.0,306873292208.0,312696482904.0
